resultat image
carriage-12.pgm 10.4988
carriage-13.pgm 10.4929
carriage-14.pgm 10.4408
carriage-20.pgm 9.83563
cattle-10.pgm 9.113
cattle-11.pgm 11.4
cattle-12.pgm 9.17012
cattle-13.pgm 11.6022
cattle-14.pgm 9.82828
cattle-1.pgm 10.696
cattle-20.pgm 8.62091
cattle-2.pgm 8.63448
cattle-3.pgm 10.737
cattle-4.pgm 9.81549
cattle-5.pgm 12.1946
cattle-6.pgm 9.46946
cattle-7.pgm 11.7293
cattle-8.pgm 10.429
cattle-9.pgm 12.8678
cellular_phone-10.pgm 5.18321
cellular_phone-11.pgm 5.24313
cellular_phone-12.pgm 5.19567
cellular_phone-13.pgm 5.23704
cellular_phone-14.pgm 5.14975
cellular_phone-1.pgm 5.12412
cellular_phone-20.pgm 5.21727
cellular_phone-2.pgm 5.1586
cellular_phone-3.pgm 5.95484
cellular_phone-4.pgm 5.20479
cellular_phone-5.pgm 5.33575
cellular_phone-6.pgm 5.05348
cellular_phone-7.pgm 5.04735
cellular_phone-8.pgm 5.35067
cellular_phone-9.pgm 5.2595
chicken-10.pgm 7.40243
chicken-11.pgm 7.40243
chicken-12.pgm 0.00754014
chicken-13.pgm 7.16882
chicken-14.pgm 7.16882
chicken-1.pgm 0.0075908
chicken-20.pgm 8.32711
chicken-2.pgm 9.17252
chicken-3.pgm 11.0573
chicken-4.pgm 9.48785
chicken-5.pgm 11.4667
chicken-6.pgm 7.48961
chicken-7.pgm 7.48961
chicken-8.pgm 7.15982
chicken-9.pgm 7.15982
children-10.pgm 6.53681
children-11.pgm 6.41303
children-12.pgm 6.42346
children-13.pgm 6.50774
children-14.pgm 6.54285
children-1.pgm 6.47096
children-20.pgm 6.52774
children-2.pgm 6.44985
children-3.pgm 6.39262
children-4.pgm 6.4866
children-5.pgm 6.41551
children-6.pgm 6.41056
children-7.pgm 6.45328
children-8.pgm 6.35683
children-9.pgm 6.49393
chopper-01.pgm 8.40991
chopper-02.pgm 7.23116
chopper-03.pgm 7.66465
chopper-04.pgm 7.52903
chopper-05.pgm 7.56802
chopper-06.pgm 7.70781
chopper-07.pgm 7.74764
chopper-08.pgm 7.77171
chopper-09.pgm 7.74354
chopper-10.pgm 7.38845
chopper-11.pgm 7.99696
chopper-12.pgm 7.97531
chopper-13.pgm 8.13219
chopper-14.pgm 8.01649
chopper-20.pgm 7.90698
classic-10.pgm 5.55039
classic-11.pgm 5.55039
classic-12.pgm 5.65958
classic-13.pgm 6.134
classic-14.pgm 6.74866
classic-1.pgm 6.4584
classic-20.pgm 6.4584
classic-2.pgm 6.23936
classic-3.pgm 6.23936
classic-4.pgm 6.27891
classic-5.pgm 6.27891
classic-6.pgm 6.37928
classic-7.pgm 6.37928
classic-8.pgm 6.16258
classic-9.pgm 6.16258
Comma-10.pgm 5.30554
Comma-11.pgm 5.373
Comma-12.pgm 5.37832
Comma-13.pgm 5.69497
Comma-14.pgm 5.41237
Comma-1.pgm 5.50091
Comma-20.pgm 5.75201
Comma-2.pgm 5.78668
Comma-3.pgm 6.09527
Comma-4.pgm 5.28297
Comma-5.pgm 5.73179
Comma-6.pgm 5.99383
Comma-7.pgm 5.78263
Comma-8.pgm 6.52519
Comma-9.pgm 5.46262
crown-10.pgm 8.43561
crown-11.pgm 8.6114
crown-12.pgm 8.54478
crown-13.pgm 9.41226
crown-14.pgm 8.70493
crown-1.pgm 9.56223
crown-20.pgm 7.24569
crown-2.pgm 6.04154
crown-3.pgm 10.782
crown-4.pgm 5.96722
crown-5.pgm 7.57436
crown-6.pgm 10.0906
crown-7.pgm 9.60018
crown-8.pgm 8.0398
crown-9.pgm 8.08945
cup-10.pgm 6.30555
cup-11.pgm 7.13287
cup-12.pgm 7.11168
cup-13.pgm 6.40869
cup-14.pgm 6.45677
cup-1.pgm 6.53691
cup-20.pgm 6.86234
cup-2.pgm 6.61137
cup-3.pgm 6.43519
cup-4.pgm 6.9331
cup-5.pgm 6.13122
cup-6.pgm 6.66965
cup-7.pgm 4.87293
cup-8.pgm 5.15264
cup-9.pgm 6.46302
deer-10.pgm 12.9413
deer-11.pgm 12.9413
deer-12.pgm 15.4174
deer-13.pgm 15.4174
deer-14.pgm 13.4835
deer-1.pgm 16.6183
deer-20.pgm 16.31
deer-2.pgm 16.2753
deer-3.pgm 16.2753
deer-4.pgm 20.1991
deer-5.pgm 16.6052
deer-6.pgm 15.7303
deer-7.pgm 19.0351
deer-8.pgm 11.9395
deer-9.pgm 11.9395
device0-10.pgm 13.0172
device0-11.pgm 13.1469
device0-12.pgm 16.3446
device0-13.pgm 16.0692
device0-14.pgm 11.0385
device0-1.pgm 10.7666
device0-20.pgm 8.79654
device0-2.pgm 11.2967
device0-3.pgm 10.7028
device0-4.pgm 12.4748
device0-5.pgm 9.59397
device0-6.pgm 9.14094
device0-7.pgm 9.30966
device0-8.pgm 10.3943
device0-9.pgm 8.84298
device1-10.pgm 7.3616
device1-11.pgm 12.013
device1-12.pgm 8.06915
device1-13.pgm 13.822
device1-14.pgm 10.4935
device1-1.pgm 17.1101
device1-20.pgm 9.7827
device1-2.pgm 8.9083
device1-3.pgm 6.00668
device1-4.pgm 9.10154
device1-5.pgm 13.1697
device1-6.pgm 6.92311
device1-7.pgm 8.11756
device1-8.pgm 12.7426
device1-9.pgm 0.0138075
device2-10.pgm 16.0407
device2-11.pgm 7.00567
device2-12.pgm 6.20715
device2-13.pgm 14.5992
device2-14.pgm 6.95437
device2-1.pgm 6.00258
device2-20.pgm 14.3813
device2-2.pgm 8.07795
device2-3.pgm 14.0263
device2-4.pgm 17.5673
device2-5.pgm 15.1801
device2-6.pgm 13.6016
device2-7.pgm 6.94985
device2-8.pgm 8.32651
device2-9.pgm 7.07684
device3-10.pgm 5.10824
device3-11.pgm 4.60105
device3-12.pgm 5.46042
device3-13.pgm 12.2304
device3-14.pgm 11.9092
device3-1.pgm 4.27207
device3-20.pgm 4.60105
device3-2.pgm 5.10201
device3-3.pgm 4.97101
device3-4.pgm 5.46042
device3-5.pgm 12.327
device3-6.pgm 4.54884
device3-7.pgm 4.65879
device3-8.pgm 12.5604
device3-9.pgm 6.49527
device4-10.pgm 7.2884
device4-11.pgm 8.80422
device4-12.pgm 10.6701
device4-13.pgm 6.43739
device4-14.pgm 10.4003
device4-1.pgm 5.24232
device4-20.pgm 5.63938
device4-2.pgm 6.52611
device4-3.pgm 5.42612
device4-4.pgm 6.08231
device4-5.pgm 10.9828
device4-6.pgm 7.15797
device4-7.pgm 11.618
device4-8.pgm 6.92655
device4-9.pgm 6.47799
device5-10.pgm 9.40428
device5-11.pgm 6.99403
device5-12.pgm 11.6298
device5-13.pgm 10.1741
device5-14.pgm 7.24888
device5-1.pgm 9.83028
device5-20.pgm 8.05625
device5-2.pgm 8.31844
device5-3.pgm 11.2534
device5-4.pgm 14.1493
device5-5.pgm 10.7867
device5-6.pgm 7.84175
device5-7.pgm 8.36813
device5-8.pgm 10.9255
device5-9.pgm 12.9836
device6-10.pgm 12.1545
device6-11.pgm 5.44316
device6-12.pgm 10.2171
device6-13.pgm 14.0217
device6-14.pgm 23.7574
device6-1.pgm 10.7349
device6-20.pgm 4.79577
device6-2.pgm 25.1522
device6-3.pgm 15.0818
device6-4.pgm 10.102
device6-5.pgm 0.00660347
device6-6.pgm 4.96934
device6-7.pgm 23.9625
device6-8.pgm 15.157
device6-9.pgm 10.696
device7-10.pgm 16.944
device7-11.pgm 157.463
device7-12.pgm 12.6462
device7-13.pgm 13.9411
device7-14.pgm 25.2961
device7-1.pgm 16.7313
device7-20.pgm 17.833
device7-2.pgm 14.2495
device7-3.pgm 15.2134
device7-4.pgm 14.0366
device7-5.pgm 11.466
device7-6.pgm 12.492
device7-7.pgm 19.8472
device7-8.pgm 20.8612
device7-9.pgm 15.7165
device8-10.pgm 8.71391
device8-11.pgm 8.70056
device8-12.pgm 7.77717
device8-13.pgm 6.94591
device8-14.pgm 6.94092
device8-1.pgm 6.75136
device8-20.pgm 6.95003
device8-2.pgm 7.34401
device8-3.pgm 6.88831
device8-4.pgm 8.51097
device8-5.pgm 7.5121
device8-6.pgm 7.70517
device8-7.pgm 8.22746
device8-8.pgm 7.8073
device8-9.pgm 9.24764
device9-10.pgm 8.65737
device9-11.pgm 10.5524
device9-12.pgm 5.90545
device9-13.pgm 6.49936
device9-14.pgm 8.0744
device9-1.pgm 5.33273
device9-20.pgm 4.60026
device9-2.pgm 14.2402
device9-3.pgm 5.35782
device9-4.pgm 6.88354
device9-5.pgm 9.05213
device9-6.pgm 15.1765
device9-7.pgm 10.6051
device9-8.pgm 5.36123
device9-9.pgm 11.4442
dog-10.pgm 8.84469
dog-11.pgm 12.2141
dog-12.pgm 9.91017
dog-13.pgm 9.91017
dog-14.pgm 10.8692
dog-1.pgm 9.81615
dog-20.pgm 8.65826
dog-2.pgm 11.5617
dog-3.pgm 12.1766
dog-4.pgm 9.86081
dog-5.pgm 10.4702
dog-6.pgm 12.3834
dog-7.pgm 13.7227
dog-8.pgm 9.32579
dog-9.pgm 9.30098
elephant-10.pgm 9.49456
elephant-11.pgm 8.98914
elephant-12.pgm 9.84559
elephant-13.pgm 9.70851
elephant-14.pgm 10.1512
elephant-1.pgm 10.1511
elephant-20.pgm 9.35089
elephant-2.pgm 9.46754
elephant-3.pgm 9.51095
elephant-4.pgm 11.9804
elephant-5.pgm 10.4051
elephant-6.pgm 10.2338
elephant-7.pgm 12.656
elephant-8.pgm 9.78374
elephant-9.pgm 9.51541
face-10.pgm 4.90241
face-11.pgm 4.92101
face-12.pgm 4.94761
face-13.pgm 4.86107
face-14.pgm 4.90116
face-1.pgm 5.03717
face-20.pgm 5.03075
face-2.pgm 5.03378
face-3.pgm 5.00023
face-4.pgm 5.04066
face-5.pgm 5.04874
face-6.pgm 5.01713
face-7.pgm 4.97583
face-8.pgm 5.00409
face-9.pgm 4.97843
fish-10.pgm 7.20498
fish-11.pgm 7.11339
fish-12.pgm 8.06902
fish-13.pgm 8.02443
fish-14.pgm 6.38938
fish-1.pgm 7.68576
fish-20.pgm 6.81887
fish-2.pgm 7.22666
fish-3.pgm 7.57363
fish-4.pgm 7.05101
fish-5.pgm 7.90695
fish-6.pgm 11.9474
fish-7.pgm 8.30828
fish-8.pgm 8.41995
fish-9.pgm 7.39805
flatfish-10.pgm 5.7154
flatfish-11.pgm 5.44276
flatfish-12.pgm 5.63759
flatfish-13.pgm 5.83773
flatfish-14.pgm 5.60908
flatfish-1.pgm 6.02106
flatfish-20.pgm 5.84754
flatfish-2.pgm 6.02161
flatfish-3.pgm 5.89449
flatfish-4.pgm 5.87822
flatfish-5.pgm 5.87981
flatfish-6.pgm 5.93307
flatfish-7.pgm 6.07199
flatfish-8.pgm 5.83779
flatfish-9.pgm 5.82983
fly-10.pgm 13.1878
fly-11.pgm 13.1978
fly-12.pgm 14.7149
fly-13.pgm 20.2151
fly-14.pgm 14.6179
fly-1.pgm 17.8232
fly-20.pgm 17.8232
fly-2.pgm 12.5422
fly-3.pgm 12.5422
fly-4.pgm 16.7927
fly-5.pgm 16.7927
fly-6.pgm 19.3428
fly-7.pgm 19.3428
fly-8.pgm 17.8254
fly-9.pgm 17.8254
fork-10.pgm 17.5452
fork-11.pgm 11.49
fork-12.pgm 12.3812
fork-13.pgm 10.309
fork-14.pgm 20.0714
fork-1.pgm 13.6518
fork-20.pgm 15.1864
fork-2.pgm 13.2766
fork-3.pgm 15.8219
fork-4.pgm 12.6824
fork-5.pgm 17.6441
fork-6.pgm 11.8629
fork-7.pgm 10.8369
fork-8.pgm 12.8067
fork-9.pgm 18.7064
fountain-01.pgm 6.52205
fountain-02.pgm 6.39239
fountain-03.pgm 6.6085
fountain-04.pgm 6.54004
fountain-05.pgm 6.59763
fountain-06.pgm 6.68828
fountain-07.pgm 6.46723
fountain-08.pgm 6.64639
fountain-09.pgm 6.7381
fountain-10.pgm 6.76762
fountain-11.pgm 6.4953
fountain-12.pgm 6.94053
fountain-13.pgm 6.80792
fountain-14.pgm 6.8051
fountain-20.pgm 6.44841
frog-10.pgm 6.92838
frog-11.pgm 6.86542
frog-12.pgm 7.90282
frog-13.pgm 7.90282
frog-14.pgm 7.72274
frog-1.pgm 7.18203
frog-20.pgm 7.67771
frog-2.pgm 6.84513
frog-3.pgm 6.84513
frog-4.pgm 8.19091
frog-5.pgm 8.19091
frog-6.pgm 7.06563
frog-7.pgm 0.00836169
frog-8.pgm 7.51812
frog-9.pgm 7.51812
Glas-10.pgm 8.05152
Glas-11.pgm 8.07135
Glas-12.pgm 8.07159
Glas-13.pgm 8.63268
Glas-14.pgm 8.4818
Glas-1.pgm 7.82213
Glas-20.pgm 8.42225
Glas-2.pgm 7.54993
Glas-3.pgm 7.90982
Glas-4.pgm 8.44544
Glas-5.pgm 8.36662
Glas-6.pgm 8.00216
Glas-7.pgm 8.18624
Glas-8.pgm 7.40517
Glas-9.pgm 7.24967
guitar-10.pgm 7.65961
guitar-11.pgm 7.48932
guitar-12.pgm 7.56472
guitar-13.pgm 7.73937
guitar-14.pgm 6.80585
guitar-1.pgm 6.97263
guitar-20.pgm 6.92158
guitar-2.pgm 7.42122
guitar-3.pgm 11.7334
guitar-4.pgm 6.83602
guitar-5.pgm 7.57375
guitar-6.pgm 7.39198
guitar-7.pgm 7.12316
guitar-8.pgm 7.98859
guitar-9.pgm 6.9047
hammer-10.pgm 6.92168
hammer-11.pgm 6.92168
hammer-12.pgm 6.60129
hammer-13.pgm 6.60129
hammer-14.pgm 6.60129
hammer-1.pgm 9.60868
hammer-20.pgm 8.90886
hammer-2.pgm 8.90886
hammer-3.pgm 8.90886
hammer-4.pgm 7.4325
hammer-5.pgm 7.4325
hammer-6.pgm 7.4325
hammer-7.pgm 7.4325
hammer-8.pgm 6.92168
hammer-9.pgm 6.92168
hat-10.pgm 5.05841
hat-11.pgm 5.35993
hat-12.pgm 4.93839
hat-13.pgm 5.01539
hat-14.pgm 4.94027
hat-1.pgm 5.05522
hat-20.pgm 4.71041
hat-2.pgm 4.84685
hat-3.pgm 5.00091
hat-4.pgm 5.13034
hat-5.pgm 5.03718
hat-6.pgm 4.69025
hat-7.pgm 5.60501
hat-8.pgm 5.2939
hat-9.pgm 5.15736
HCircle-10.pgm 4.79086
HCircle-11.pgm 4.83077
HCircle-12.pgm 4.86974
HCircle-13.pgm 4.61104
HCircle-14.pgm 4.94399
HCircle-1.pgm 4.66425
HCircle-20.pgm 5.28267
HCircle-2.pgm 4.63545
HCircle-3.pgm 4.71846
HCircle-4.pgm 4.68017
HCircle-5.pgm 4.66983
HCircle-6.pgm 5.07414
HCircle-7.pgm 4.83994
HCircle-8.pgm 4.77643
HCircle-9.pgm 5.01731
Heart-10.pgm 5.92158
Heart-11.pgm 5.84202
Heart-12.pgm 5.80043
Heart-13.pgm 6.09555
Heart-14.pgm 5.75803
Heart-1.pgm 5.68671
Heart-20.pgm 6.52887
Heart-2.pgm 5.33784
Heart-3.pgm 5.39054
Heart-4.pgm 5.21644
Heart-5.pgm 5.61292
Heart-6.pgm 5.68685
Heart-7.pgm 5.77097
Heart-8.pgm 5.73103
Heart-9.pgm 5.78652
horse-10.pgm 16.5418
horse-11.pgm 11.1923
horse-12.pgm 13.6862
horse-13.pgm 11.8566
horse-14.pgm 15.8703
horse-1.pgm 12.2705
horse-20.pgm 10.9027
horse-2.pgm 15.2722
horse-3.pgm 11.992
horse-4.pgm 14.649
horse-5.pgm 12.254
horse-6.pgm 12.7172
horse-7.pgm 13.9885
horse-8.pgm 16.9942
horse-9.pgm 13.6493
horseshoe-10.pgm 7.27636
horseshoe-11.pgm 9.96511
horseshoe-12.pgm 8.63779
horseshoe-13.pgm 8.04515
horseshoe-14.pgm 9.19324
horseshoe-1.pgm 9.60018
horseshoe-20.pgm 9.1379
horseshoe-2.pgm 9.55619
horseshoe-3.pgm 10.7116
horseshoe-4.pgm 8.93336
horseshoe-5.pgm 10.6584
horseshoe-6.pgm 7.351
horseshoe-7.pgm 8.40693
horseshoe-8.pgm 8.15599
horseshoe-9.pgm 8.10336
jar-10.pgm 5.34458
jar-11.pgm 5.34458
jar-12.pgm 5.47992
jar-13.pgm 5.47992
jar-14.pgm 5.47992
jar-1.pgm 5.31146
jar-20.pgm 5.31146
jar-2.pgm 5.31146
jar-3.pgm 5.31146
jar-4.pgm 5.12483
jar-5.pgm 5.12483
jar-6.pgm 5.12483
jar-7.pgm 5.12483
jar-8.pgm 5.34458
jar-9.pgm 5.34458
key-10.pgm 6.22362
key-11.pgm 5.97095
key-12.pgm 6.00111
key-13.pgm 7.02539
key-14.pgm 5.70273
key-1.pgm 5.95513
key-20.pgm 6.12317
key-2.pgm 5.9616
key-3.pgm 6.21933
key-4.pgm 6.07139
key-5.pgm 6.49574
key-6.pgm 6.3225
key-7.pgm 5.98865
key-8.pgm 6.49218
key-9.pgm 6.35828
lizzard-10.pgm 13.9711
lizzard-11.pgm 16.1612
lizzard-12.pgm 16.1612
lizzard-13.pgm 18.9205
lizzard-14.pgm 16.6547
lizzard-1.pgm 13.4429
lizzard-20.pgm 13.4429
lizzard-2.pgm 16.3188
lizzard-3.pgm 13.2694
lizzard-4.pgm 13.2694
lizzard-5.pgm 15.9572
lizzard-6.pgm 15.3465
lizzard-7.pgm 14.8189
lizzard-8.pgm 13.8979
lizzard-9.pgm 12.7446
lmfish-10.pgm 8.64379
lmfish-11.pgm 10.0824
lmfish-12.pgm 10.4407
lmfish-13.pgm 8.82636
lmfish-14.pgm 8.96385
lmfish-1.pgm 9.06862
lmfish-20.pgm 8.1393
lmfish-2.pgm 9.60074
lmfish-3.pgm 9.23761
lmfish-4.pgm 8.57884
lmfish-5.pgm 9.23271
lmfish-6.pgm 8.14243
lmfish-7.pgm 8.48094
lmfish-8.pgm 8.53388
lmfish-9.pgm 8.20602
Misk-10.pgm 6.90719
Misk-11.pgm 6.67428
Misk-12.pgm 7.2023
Misk-13.pgm 6.23485
Misk-14.pgm 6.77553
Misk-1.pgm 6.31957
Misk-20.pgm 6.78495
Misk-2.pgm 6.32291
Misk-3.pgm 5.85569
Misk-4.pgm 6.33762
Misk-5.pgm 7.15722
Misk-6.pgm 6.69432
Misk-7.pgm 6.57926
Misk-8.pgm 5.56853
Misk-9.pgm 6.84612
octopus-10.pgm 9.28498
octopus-11.pgm 7.08324
octopus-12.pgm 21.0712
octopus-13.pgm 18.3666
octopus-14.pgm 14.8576
octopus-1.pgm 12.4925
octopus-20.pgm 13.1558
octopus-2.pgm 9.18366
octopus-3.pgm 6.65932
octopus-4.pgm 15.4684
octopus-5.pgm 14.4478
octopus-6.pgm 12.4656
octopus-7.pgm 7.99303
octopus-8.pgm 12.965
octopus-9.pgm 11.0029
pencil-10.pgm 9.33586
pencil-11.pgm 9.12976
pencil-12.pgm 7.34277
pencil-13.pgm 9.26308
pencil-14.pgm 7.02603
pencil-1.pgm 6.21878
pencil-20.pgm 7.33166
pencil-2.pgm 8.58343
pencil-3.pgm 6.66674
pencil-4.pgm 7.1422
pencil-5.pgm 6.45871
pencil-6.pgm 7.3699
pencil-7.pgm 7.70934
pencil-8.pgm 8.73549
pencil-9.pgm 8.37944
personal_car-10.pgm 5.509
personal_car-11.pgm 5.24343
personal_car-12.pgm 5.76228
personal_car-13.pgm 5.14703
personal_car-14.pgm 6.18503
personal_car-1.pgm 5.80613
personal_car-20.pgm 5.71704
personal_car-2.pgm 5.47116
personal_car-3.pgm 6.19655
personal_car-4.pgm 5.70611
personal_car-5.pgm 5.57584
personal_car-6.pgm 5.64277
personal_car-7.pgm 5.47319
personal_car-8.pgm 5.33881
personal_car-9.pgm 5.63908
pocket-10.pgm 6.37102
pocket-11.pgm 6.88694
pocket-12.pgm 6.41221
pocket-13.pgm 5.95575
pocket-14.pgm 6.61626
pocket-1.pgm 6.73829
pocket-20.pgm 8.2987
pocket-2.pgm 6.82792
pocket-3.pgm 6.09483
pocket-4.pgm 6.82341
pocket-5.pgm 7.72098
pocket-6.pgm 6.34935
pocket-7.pgm 6.39273
pocket-8.pgm 6.43442
pocket-9.pgm 6.34135
rat-01.pgm 12.3354
rat-02.pgm 11.4768
rat-03.pgm 11.7295
rat-04.pgm 11.6056
rat-05.pgm 11.2178
rat-06.pgm 11.7699
rat-07.pgm 11.7202
rat-08.pgm 11.5983
rat-09.pgm 4.2954
rat-10.pgm 12.1496
rat-11.pgm 12.0989
rat-12.pgm 11.85
rat-13.pgm 12.0536
rat-14.pgm 12.6332
rat-20.pgm 12.4547
ray-10.pgm 10.3607
ray-11.pgm 9.50352
ray-12.pgm 11.2198
ray-13.pgm 7.45156
ray-14.pgm 8.64627
ray-1.pgm 8.66293
ray-20.pgm 8.66293
ray-2.pgm 10.2536
ray-3.pgm 7.38345
ray-4.pgm 7.38345
ray-5.pgm 8.63185
ray-6.pgm 8.6535
ray-7.pgm 9.30698
ray-8.pgm 9.98384
ray-9.pgm 8.70703
sea_snake-10.pgm 12.1065
sea_snake-11.pgm 10.4617
sea_snake-12.pgm 9.59791
sea_snake-13.pgm 9.54148
sea_snake-14.pgm 9.9515
sea_snake-1.pgm 13.5579
sea_snake-20.pgm 13.5961
sea_snake-2.pgm 13.8927
sea_snake-3.pgm 10.4606
sea_snake-4.pgm 9.93174
sea_snake-5.pgm 13.2377
sea_snake-6.pgm 13.8905
sea_snake-7.pgm 11.4204
sea_snake-8.pgm 11.8165
sea_snake-9.pgm 11.3103
shoe-10.pgm 5.29404
shoe-11.pgm 5.48504
shoe-12.pgm 5.42445
shoe-13.pgm 5.52448
shoe-14.pgm 5.44481
shoe-1.pgm 5.42907
shoe-20.pgm 5.35141
shoe-2.pgm 5.30773
shoe-3.pgm 5.33107
shoe-4.pgm 5.27853
shoe-5.pgm 5.41568
shoe-6.pgm 5.38177
shoe-7.pgm 5.32236
shoe-8.pgm 5.36577
shoe-9.pgm 5.61087
spoon-10.pgm 7.85112
spoon-11.pgm 7.85112
spoon-12.pgm 6.13073
spoon-13.pgm 6.13073
spoon-14.pgm 6.13073
spoon-1.pgm 9.72499
spoon-20.pgm 9.72499
spoon-2.pgm 9.72499
spoon-3.pgm 9.72499
spoon-4.pgm 7.8523
spoon-5.pgm 7.8523
spoon-6.pgm 7.8523
spoon-7.pgm 7.8523
spoon-8.pgm 7.85112
spoon-9.pgm 7.85112
spring-10.pgm 24.4722
spring-11.pgm 23.3539
spring-12.pgm 22.7516
spring-13.pgm 24.1044
spring-14.pgm 31.4803
spring-1.pgm 14.746
spring-20.pgm 24.2413
spring-2.pgm 18.345
spring-3.pgm 20.3196
spring-4.pgm 16.2823
spring-5.pgm 14.746
spring-6.pgm 28.6515
spring-7.pgm 22.709
spring-8.pgm 24.6886
spring-9.pgm 24.6886
stef-01.pgm 10.3727
