resultat image
elephant-14.pgm 52
elephant-1.pgm 40
elephant-20.pgm 33
elephant-2.pgm 49
elephant-3.pgm 28
elephant-4.pgm 51
elephant-5.pgm 51
elephant-6.pgm 48
elephant-7.pgm 55
elephant-8.pgm 43
elephant-9.pgm 43
face-10.pgm 53
face-11.pgm 53
face-12.pgm 52
face-13.pgm 42
face-14.pgm 41
face-1.pgm 49
face-20.pgm 52
face-2.pgm 49
face-3.pgm 47
face-4.pgm 45
face-5.pgm 38
face-6.pgm 39
face-7.pgm 39
face-8.pgm 49
face-9.pgm 53
fish-10.pgm 21
fish-11.pgm 20
fish-12.pgm 11
fish-13.pgm 13
fish-14.pgm 32
fish-1.pgm 36
fish-20.pgm 28
fish-2.pgm 27
fish-3.pgm 23
fish-4.pgm 22
fish-5.pgm 24
fish-6.pgm 11
fish-7.pgm 25
fish-8.pgm 22
fish-9.pgm 32
flatfish-10.pgm 44
flatfish-11.pgm 46
flatfish-12.pgm 46
flatfish-13.pgm 39
flatfish-14.pgm 38
flatfish-1.pgm 42
flatfish-20.pgm 40
flatfish-2.pgm 32
flatfish-3.pgm 31
flatfish-4.pgm 35
flatfish-5.pgm 37
flatfish-6.pgm 30
flatfish-7.pgm 38
flatfish-8.pgm 34
flatfish-9.pgm 40
fly-10.pgm 24
fly-11.pgm 24
fly-12.pgm 20
fly-13.pgm 23
fly-14.pgm 16
fly-1.pgm 18
fly-20.pgm 18
fly-2.pgm 30
fly-3.pgm 30
fly-4.pgm 19
fly-5.pgm 19
fly-6.pgm 20
fly-7.pgm 20
fly-8.pgm 18
fly-9.pgm 18
fork-10.pgm 24
fork-11.pgm 28
fork-12.pgm 32
fork-13.pgm 34
fork-14.pgm 30
fork-1.pgm 23
fork-20.pgm 24
fork-2.pgm 33
fork-3.pgm 27
fork-4.pgm 30
fork-5.pgm 26
fork-6.pgm 30
fork-7.pgm 31
fork-8.pgm 28
fork-9.pgm 21
fountain-01.pgm 29
fountain-02.pgm 32
fountain-03.pgm 30
fountain-04.pgm 32
fountain-05.pgm 26
fountain-06.pgm 29
fountain-07.pgm 33
fountain-08.pgm 29
fountain-09.pgm 31
fountain-10.pgm 29
fountain-11.pgm 30
fountain-12.pgm 26
fountain-13.pgm 24
fountain-14.pgm 32
fountain-20.pgm 31
frog-10.pgm 38
frog-11.pgm 38
frog-12.pgm 31
frog-13.pgm 32
frog-14.pgm 50
frog-1.pgm 37
frog-20.pgm 35
frog-2.pgm 34
frog-3.pgm 34
frog-4.pgm 23
frog-5.pgm 24
frog-6.pgm 38
frog-7.pgm 3
frog-8.pgm 32
frog-9.pgm 32
Glas-10.pgm 15
Glas-11.pgm 6
Glas-12.pgm 6
Glas-13.pgm 6
Glas-14.pgm 6
Glas-1.pgm 6
Glas-20.pgm 6
Glas-2.pgm 6
Glas-3.pgm 6
Glas-4.pgm 6
Glas-5.pgm 7
Glas-6.pgm 5
Glas-7.pgm 6
Glas-8.pgm 6
Glas-9.pgm 6
guitar-10.pgm 44
guitar-11.pgm 38
guitar-12.pgm 35
guitar-13.pgm 44
guitar-14.pgm 24
guitar-1.pgm 42
guitar-20.pgm 39
guitar-2.pgm 31
guitar-3.pgm 51
guitar-4.pgm 33
guitar-5.pgm 31
guitar-6.pgm 55
guitar-7.pgm 52
guitar-8.pgm 36
guitar-9.pgm 32
hammer-10.pgm 16
hammer-11.pgm 16
hammer-12.pgm 16
hammer-13.pgm 16
hammer-14.pgm 16
hammer-1.pgm 31
hammer-20.pgm 17
hammer-2.pgm 17
hammer-3.pgm 17
hammer-4.pgm 16
hammer-5.pgm 16
hammer-6.pgm 16
hammer-7.pgm 16
hammer-8.pgm 16
hammer-9.pgm 16
hat-10.pgm 41
hat-11.pgm 26
hat-12.pgm 28
hat-13.pgm 40
hat-14.pgm 53
hat-1.pgm 35
hat-20.pgm 40
hat-2.pgm 27
hat-3.pgm 59
hat-4.pgm 14
hat-5.pgm 14
hat-6.pgm 29
hat-7.pgm 31
hat-8.pgm 39
hat-9.pgm 54
HCircle-10.pgm 51
HCircle-11.pgm 50
HCircle-12.pgm 48
HCircle-13.pgm 57
HCircle-14.pgm 56
HCircle-1.pgm 62
HCircle-20.pgm 63
HCircle-2.pgm 64
HCircle-3.pgm 58
HCircle-4.pgm 55
HCircle-5.pgm 58
HCircle-6.pgm 46
HCircle-7.pgm 56
HCircle-8.pgm 54
HCircle-9.pgm 47
Heart-10.pgm 74
Heart-11.pgm 73
Heart-12.pgm 68
Heart-13.pgm 75
Heart-14.pgm 69
Heart-1.pgm 81
Heart-20.pgm 70
Heart-2.pgm 78
Heart-3.pgm 81
Heart-4.pgm 81
Heart-5.pgm 78
Heart-6.pgm 81
Heart-7.pgm 81
Heart-8.pgm 75
Heart-9.pgm 71
horse-10.pgm 32
horse-11.pgm 31
horse-12.pgm 30
horse-13.pgm 24
horse-14.pgm 42
horse-1.pgm 33
horse-20.pgm 32
horse-2.pgm 34
horse-3.pgm 19
horse-4.pgm 21
horse-5.pgm 29
horse-6.pgm 28
horse-7.pgm 20
horse-8.pgm 21
horse-9.pgm 31
horseshoe-10.pgm 28
horseshoe-11.pgm 36
horseshoe-12.pgm 28
horseshoe-13.pgm 51
horseshoe-14.pgm 49
horseshoe-1.pgm 47
horseshoe-20.pgm 51
horseshoe-2.pgm 47
horseshoe-3.pgm 54
horseshoe-4.pgm 48
horseshoe-5.pgm 42
horseshoe-6.pgm 40
horseshoe-7.pgm 34
horseshoe-8.pgm 27
horseshoe-9.pgm 39
jar-10.pgm 66
jar-11.pgm 66
jar-12.pgm 66
jar-13.pgm 66
jar-14.pgm 66
jar-1.pgm 48
jar-20.pgm 48
jar-2.pgm 48
jar-3.pgm 48
jar-4.pgm 58
jar-5.pgm 58
jar-6.pgm 58
jar-7.pgm 58
jar-8.pgm 66
jar-9.pgm 66
key-10.pgm 38
key-11.pgm 32
key-12.pgm 56
key-13.pgm 40
key-14.pgm 45
key-1.pgm 28
key-20.pgm 36
key-2.pgm 36
key-3.pgm 34
key-4.pgm 41
key-5.pgm 44
key-6.pgm 38
key-7.pgm 31
key-8.pgm 28
key-9.pgm 41
lizzard-10.pgm 43
lizzard-11.pgm 33
lizzard-12.pgm 33
lizzard-13.pgm 37
lizzard-14.pgm 42
lizzard-1.pgm 40
lizzard-20.pgm 40
lizzard-2.pgm 42
lizzard-3.pgm 37
lizzard-4.pgm 37
lizzard-5.pgm 34
lizzard-6.pgm 37
lizzard-7.pgm 39
lizzard-8.pgm 32
lizzard-9.pgm 30
lmfish-10.pgm 28
lmfish-11.pgm 34
lmfish-12.pgm 32
lmfish-13.pgm 33
lmfish-14.pgm 29
lmfish-1.pgm 41
lmfish-20.pgm 28
lmfish-2.pgm 38
lmfish-3.pgm 28
lmfish-4.pgm 34
lmfish-5.pgm 39
lmfish-6.pgm 32
lmfish-7.pgm 36
lmfish-8.pgm 28
lmfish-9.pgm 28
Misk-10.pgm 61
Misk-11.pgm 50
Misk-12.pgm 48
Misk-13.pgm 54
Misk-14.pgm 58
Misk-1.pgm 56
Misk-20.pgm 66
Misk-2.pgm 50
Misk-3.pgm 56
Misk-4.pgm 49
Misk-5.pgm 56
Misk-6.pgm 46
Misk-7.pgm 58
Misk-8.pgm 56
Misk-9.pgm 55
octopus-10.pgm 49
octopus-11.pgm 51
octopus-12.pgm 38
octopus-13.pgm 36
octopus-14.pgm 31
octopus-1.pgm 44
octopus-20.pgm 43
octopus-2.pgm 47
octopus-3.pgm 51
octopus-4.pgm 39
octopus-5.pgm 39
octopus-6.pgm 43
octopus-7.pgm 35
octopus-8.pgm 46
octopus-9.pgm 45
pencil-10.pgm 29
pencil-11.pgm 24
pencil-12.pgm 30
pencil-13.pgm 31
pencil-14.pgm 32
pencil-1.pgm 37
pencil-20.pgm 23
pencil-2.pgm 21
pencil-3.pgm 31
pencil-4.pgm 21
pencil-5.pgm 31
pencil-6.pgm 30
pencil-7.pgm 24
pencil-8.pgm 24
pencil-9.pgm 29
personal_car-10.pgm 39
personal_car-11.pgm 48
personal_car-12.pgm 37
personal_car-13.pgm 31
personal_car-14.pgm 36
personal_car-1.pgm 46
personal_car-20.pgm 39
personal_car-2.pgm 43
personal_car-3.pgm 44
personal_car-4.pgm 35
personal_car-5.pgm 35
personal_car-6.pgm 36
personal_car-7.pgm 40
personal_car-8.pgm 39
personal_car-9.pgm 39
pocket-10.pgm 35
pocket-11.pgm 89
pocket-12.pgm 39
pocket-13.pgm 44
pocket-14.pgm 58
pocket-1.pgm 46
pocket-20.pgm 74
pocket-2.pgm 29
pocket-3.pgm 33
pocket-4.pgm 36
pocket-5.pgm 62
pocket-6.pgm 61
pocket-7.pgm 36
pocket-8.pgm 50
pocket-9.pgm 30
rat-01.pgm 20
rat-02.pgm 26
rat-03.pgm 28
rat-04.pgm 22
rat-05.pgm 20
rat-06.pgm 24
rat-07.pgm 22
rat-08.pgm 21
rat-09.pgm 4
rat-10.pgm 18
rat-11.pgm 22
rat-12.pgm 21
rat-13.pgm 20
rat-14.pgm 20
rat-20.pgm 24
ray-10.pgm 28
ray-11.pgm 29
ray-12.pgm 29
ray-13.pgm 30
ray-14.pgm 34
ray-1.pgm 41
ray-20.pgm 41
ray-2.pgm 43
ray-3.pgm 31
ray-4.pgm 31
ray-5.pgm 28
ray-6.pgm 46
ray-7.pgm 42
ray-8.pgm 42
ray-9.pgm 33
sea_snake-10.pgm 26
sea_snake-11.pgm 34
sea_snake-12.pgm 39
sea_snake-13.pgm 39
sea_snake-14.pgm 46
sea_snake-1.pgm 41
sea_snake-20.pgm 29
sea_snake-2.pgm 48
sea_snake-3.pgm 44
sea_snake-4.pgm 41
sea_snake-5.pgm 41
sea_snake-6.pgm 35
sea_snake-7.pgm 38
sea_snake-8.pgm 42
sea_snake-9.pgm 31
shoe-10.pgm 49
shoe-11.pgm 56
shoe-12.pgm 51
shoe-13.pgm 48
shoe-14.pgm 65
shoe-1.pgm 56
shoe-20.pgm 60
shoe-2.pgm 58
shoe-3.pgm 57
shoe-4.pgm 48
shoe-5.pgm 58
shoe-6.pgm 56
shoe-7.pgm 47
shoe-8.pgm 60
shoe-9.pgm 52
spoon-10.pgm 28
spoon-11.pgm 28
spoon-12.pgm 35
spoon-13.pgm 35
spoon-14.pgm 35
spoon-1.pgm 35
spoon-20.pgm 35
spoon-2.pgm 35
spoon-3.pgm 35
spoon-4.pgm 31
spoon-5.pgm 31
spoon-6.pgm 31
spoon-7.pgm 31
spoon-8.pgm 28
spoon-9.pgm 28
spring-10.pgm 53
spring-11.pgm 36
spring-12.pgm 50
spring-13.pgm 42
spring-14.pgm 52
spring-1.pgm 52
spring-20.pgm 32
spring-2.pgm 49
spring-3.pgm 31
spring-4.pgm 48
spring-5.pgm 52
spring-6.pgm 57
spring-7.pgm 44
spring-8.pgm 51
spring-9.pgm 51
stef-01.pgm 17
stef-02.pgm 18
stef-03.pgm 15
stef-04.pgm 16
stef-05.pgm 16
stef-06.pgm 17
stef-07.pgm 18
stef-08.pgm 18
stef-09.pgm 3
stef-10.pgm 17
stef-11.pgm 14
stef-12.pgm 12
stef-13.pgm 15
stef-14.pgm 19
stef-20.pgm 18
teddy-01.pgm 33
teddy-02.pgm 33
teddy-03.pgm 35
teddy-04.pgm 36
teddy-05.pgm 35
teddy-06.pgm 33
teddy-07.pgm 31
teddy-08.pgm 34
teddy-09.pgm 29
teddy-10.pgm 30
teddy-11.pgm 31
teddy-12.pgm 37
teddy-13.pgm 33
teddy-14.pgm 30
teddy-20.pgm 31
tree-10.pgm 21
tree-11.pgm 15
tree-12.pgm 20
tree-13.pgm 22
tree-14.pgm 16
tree-1.pgm 17
tree-20.pgm 15
tree-2.pgm 16
tree-3.pgm 18
tree-4.pgm 17
tree-5.pgm 21
tree-6.pgm 21
tree-7.pgm 18
tree-8.pgm 25
tree-9.pgm 25
truck-01.pgm 19
truck-02.pgm 19
truck-03.pgm 17
truck-04.pgm 20
truck-05.pgm 20
truck-06.pgm 18
truck-07.pgm 21
truck-08.pgm 18
truck-09.pgm 21
truck-10.pgm 17
truck-11.pgm 20
truck-12.pgm 17
truck-13.pgm 21
truck-14.pgm 17
truck-20.pgm 18
turtle-10.pgm 22
turtle-11.pgm 29
turtle-12.pgm 28
turtle-13.pgm 28
turtle-14.pgm 46
turtle-1.pgm 28
turtle-20.pgm 24
turtle-2.pgm 28
turtle-3.pgm 32
turtle-4.pgm 36
turtle-5.pgm 34
turtle-6.pgm 23
turtle-7.pgm 33
turtle-8.pgm 29
turtle-9.pgm 37
watch-10.pgm 20
watch-11.pgm 18
watch-12.pgm 25
watch-13.pgm 22
watch-14.pgm 34
watch-1.pgm 20
watch-20.pgm 30
watch-2.pgm 30
watch-3.pgm 22
watch-4.pgm 23
watch-5.pgm 26
watch-6.pgm 29
watch-7.pgm 31
watch-8.pgm 27
watch-9.pgm 20
