resultat image
carriage-07.pgm 0.176853
carriage-08.pgm 0.164989
carriage-09.pgm 0.0882823
carriage-10.pgm 0.067245
carriage-11.pgm 0.125352
carriage-12.pgm 0.0221962
carriage-13.pgm 0.0445098
carriage-14.pgm 0.0866009
carriage-20.pgm 0.156569
cattle-10.pgm 0.0879633
cattle-11.pgm 0.091602
cattle-12.pgm 0.102893
cattle-13.pgm 0.0997549
cattle-14.pgm 0.0225821
cattle-1.pgm 0.10039
cattle-20.pgm 0.102133
cattle-2.pgm 0.0550806
cattle-3.pgm 0.0536435
cattle-4.pgm 0.0503049
cattle-5.pgm 0.0507652
cattle-6.pgm 0.0415242
cattle-7.pgm 0.039775
cattle-8.pgm 0.0661536
cattle-9.pgm 0.0663964
cellular_phone-10.pgm 0.292227
cellular_phone-11.pgm 0.30395
cellular_phone-12.pgm 0.310897
cellular_phone-13.pgm 0.288187
cellular_phone-14.pgm 0.322158
cellular_phone-1.pgm 0.315525
cellular_phone-20.pgm 0.29499
cellular_phone-2.pgm 0.296471
cellular_phone-3.pgm 0.233523
cellular_phone-4.pgm 0.289682
cellular_phone-5.pgm 0.289156
cellular_phone-6.pgm 0.321977
cellular_phone-7.pgm 0.320208
cellular_phone-8.pgm 0.293567
cellular_phone-9.pgm 0.293944
chicken-10.pgm 0.274197
chicken-11.pgm 0.264006
chicken-12.pgm 0.165368
chicken-13.pgm 0.197446
chicken-14.pgm 0.197446
chicken-1.pgm 0.221048
chicken-20.pgm 0.220035
chicken-2.pgm 0.0727333
chicken-3.pgm 0.0698497
chicken-4.pgm 0.0220515
chicken-5.pgm 0.027271
chicken-6.pgm 0.146762
chicken-7.pgm 0.154701
chicken-8.pgm 0.279089
chicken-9.pgm 0.265724
children-10.pgm 0.295396
children-11.pgm 0.286931
children-12.pgm 0.280852
children-13.pgm 0.281267
children-14.pgm 0.269543
children-1.pgm 0.288405
children-20.pgm 0.28431
children-2.pgm 0.295968
children-3.pgm 0.307171
children-4.pgm 0.304638
children-5.pgm 0.310829
children-6.pgm 0.310589
children-7.pgm 0.306508
children-8.pgm 0.301165
children-9.pgm 0.306084
chopper-01.pgm 0.332365
chopper-02.pgm 0.380088
chopper-03.pgm 0.363716
chopper-04.pgm 0.362889
chopper-05.pgm 0.371053
chopper-06.pgm 0.369188
chopper-07.pgm 0.334886
chopper-08.pgm 0.345613
chopper-09.pgm 0.325796
chopper-10.pgm 0.358289
chopper-11.pgm 0.367267
chopper-12.pgm 0.334621
chopper-13.pgm 0.326271
chopper-14.pgm 0.329653
chopper-20.pgm 0.306877
classic-10.pgm 0.312574
classic-11.pgm 0.31425
classic-12.pgm 0.271418
classic-13.pgm 0.224013
classic-14.pgm 0.267665
classic-1.pgm 0.223156
classic-20.pgm 0.223156
classic-2.pgm 0.21774
classic-3.pgm 0.217418
classic-4.pgm 0.238742
classic-5.pgm 0.238742
classic-6.pgm 0.269491
classic-7.pgm 0.270429
classic-8.pgm 0.244387
classic-9.pgm 0.244387
Comma-10.pgm 0.339707
Comma-11.pgm 0.335336
Comma-12.pgm 0.31556
Comma-13.pgm 0.321783
Comma-14.pgm 0.32076
Comma-1.pgm 0.319842
Comma-20.pgm 0.347035
Comma-2.pgm 0.309951
Comma-3.pgm 0.270457
Comma-4.pgm 0.313329
Comma-5.pgm 0.338554
Comma-6.pgm 0.292203
Comma-7.pgm 0.348065
Comma-8.pgm 0.29839
Comma-9.pgm 0.343655
crown-10.pgm 0
crown-11.pgm 0.131563
crown-12.pgm 0.181969
crown-13.pgm 0.0965434
crown-14.pgm 0.104127
crown-1.pgm 0.224035
crown-20.pgm 0.0898264
crown-2.pgm 0.340523
crown-3.pgm 0.123862
crown-4.pgm 0.363562
crown-5.pgm 0.173795
crown-6.pgm 0.21112
crown-7.pgm 0.21884
crown-8.pgm 0.219952
crown-9.pgm 0.146321
cup-10.pgm 0.445553
cup-11.pgm 0.244575
cup-12.pgm 0.37821
cup-13.pgm 0.402685
cup-14.pgm 0.353529
cup-1.pgm 0.389593
cup-20.pgm 0.31566
cup-2.pgm 0.314642
cup-3.pgm 0.391398
cup-4.pgm 0.370548
cup-5.pgm 0.401552
cup-6.pgm 0.338476
cup-7.pgm 0.355925
cup-8.pgm 0.334404
cup-9.pgm 0.332822
deer-10.pgm 0.268121
deer-11.pgm 0.268121
deer-12.pgm 0.226339
deer-13.pgm 0.223899
deer-14.pgm 0.196243
deer-1.pgm 0.208359
deer-20.pgm 0.214571
deer-2.pgm 0.20897
deer-3.pgm 0.207792
deer-4.pgm 0.208888
deer-5.pgm 0.205233
deer-6.pgm 0.129257
deer-7.pgm 0.13026
deer-8.pgm 0.21616
deer-9.pgm 0.215276
device0-10.pgm 0.323291
device0-11.pgm 0.322024
device0-12.pgm 0.309931
device0-13.pgm 0.303398
device0-14.pgm 0.197035
device0-1.pgm 0.266676
device0-20.pgm 0.226946
device0-2.pgm 0.208065
device0-3.pgm 0.266858
device0-4.pgm 0.225315
device0-5.pgm 0.341159
device0-6.pgm 0.348204
device0-7.pgm 0.210668
device0-8.pgm 0.0878626
device0-9.pgm 0.203218
device1-10.pgm 0.384038
device1-11.pgm 0.413242
device1-12.pgm 0.329353
device1-13.pgm 0.0888484
device1-14.pgm 0.270123
device1-1.pgm 0.083989
device1-20.pgm 0.319149
device1-2.pgm 0.463266
device1-3.pgm 0.441101
device1-4.pgm 0.348284
device1-5.pgm 0.138239
device1-6.pgm 0.396229
device1-7.pgm 0.381357
device1-8.pgm 0.27674
device1-9.pgm 0.413836
device2-10.pgm 0.270596
device2-11.pgm 0.446994
device2-12.pgm 0.471769
device2-13.pgm 0.272659
device2-14.pgm 0.428594
device2-1.pgm 0.472041
device2-20.pgm 0.27629
device2-2.pgm 0.420347
device2-3.pgm 0.252349
device2-4.pgm 0.214749
device2-5.pgm 0.250475
device2-6.pgm 0.220988
device2-7.pgm 0.447644
device2-8.pgm 0.441381
device2-9.pgm 0.467842
device3-10.pgm 0.48637
device3-11.pgm 0.49316
device3-12.pgm 0.478835
device3-13.pgm 0.0398102
device3-14.pgm 0.0407717
device3-1.pgm 0.502138
device3-20.pgm 0.49316
device3-2.pgm 0.49579
device3-3.pgm 0.499188
device3-4.pgm 0.478835
device3-5.pgm 0.0354268
device3-6.pgm 0.509907
device3-7.pgm 0.50176
device3-8.pgm 0.0363256
device3-9.pgm 0.456333
device4-10.pgm 0.377936
device4-11.pgm 0.381371
device4-12.pgm 0.365021
device4-13.pgm 0.441091
device4-14.pgm 0.160679
device4-1.pgm 0.464825
device4-20.pgm 0.435976
device4-2.pgm 0.410149
device4-3.pgm 0.434246
device4-4.pgm 0.394068
device4-5.pgm 0.0906046
device4-6.pgm 0.432285
device4-7.pgm 0.115823
device4-8.pgm 0.429212
device4-9.pgm 0.389179
device5-10.pgm 0.200123
device5-11.pgm 0.294021
device5-12.pgm 0.199366
device5-13.pgm 0.20829
device5-14.pgm 0.251961
device5-1.pgm 0.188679
device5-20.pgm 0.267871
device5-2.pgm 0.252992
device5-3.pgm 0.203826
device5-4.pgm 0.204391
device5-5.pgm 0.175778
device5-6.pgm 0.263247
device5-7.pgm 0.232574
device5-8.pgm 0.241703
device5-9.pgm 0.223548
device6-10.pgm 0.0166615
device6-11.pgm 0.488549
device6-12.pgm 0.0905322
device6-13.pgm 0.403422
device6-14.pgm 0.0535144
device6-1.pgm 0.00661422
device6-20.pgm 0.520447
device6-2.pgm 0.0246494
device6-3.pgm 0.412139
device6-4.pgm 0.100254
device6-5.pgm 0.0648688
device6-6.pgm 0.520273
device6-7.pgm 0.00599361
device6-8.pgm 0.387621
device6-9.pgm 0.0659754
device7-10.pgm 0.293554
device7-11.pgm 0.327777
device7-12.pgm 0.290359
device7-13.pgm 0.274688
device7-14.pgm 0.19547
device7-1.pgm 0.207716
device7-20.pgm 0.190867
device7-2.pgm 0.311076
device7-3.pgm 0.292054
device7-4.pgm 0.331611
device7-5.pgm 0.291492
device7-6.pgm 0.273617
device7-7.pgm 0.240672
device7-8.pgm 0.208032
device7-9.pgm 0.309136
device8-10.pgm 0.111869
device8-11.pgm 0.112005
device8-12.pgm 0.231779
device8-13.pgm 0.17624
device8-14.pgm 0.171029
device8-1.pgm 0.299845
device8-20.pgm 0.207463
device8-2.pgm 0.155255
device8-3.pgm 0.258828
device8-4.pgm 0.160634
device8-5.pgm 0.139712
device8-6.pgm 0.130728
device8-7.pgm 0.137597
device8-8.pgm 0.241731
device8-9.pgm 0.187119
device9-10.pgm 0.0378687
device9-11.pgm 0.0412434
device9-12.pgm 0.36946
device9-13.pgm 0.369741
device9-14.pgm 0.201839
device9-1.pgm 0.36748
device9-20.pgm 0.556365
device9-2.pgm 0.0138415
device9-3.pgm 0.543659
device9-4.pgm 0
device9-5.pgm 0
device9-6.pgm 0
device9-7.pgm 0.252907
device9-8.pgm 0.553964
device9-9.pgm 0.0735945
dog-10.pgm 0.106239
dog-11.pgm 0.0799946
dog-12.pgm 0
dog-13.pgm 0
dog-14.pgm 0
dog-1.pgm 0.248298
dog-20.pgm 0.0937626
dog-2.pgm 0.116141
dog-3.pgm 0
dog-4.pgm 0.0650827
dog-5.pgm 0.116908
dog-6.pgm 0
dog-7.pgm 0
dog-8.pgm 0.058588
dog-9.pgm 0.0703648
elephant-10.pgm 0.290757
elephant-11.pgm 0.268205
elephant-12.pgm 0.266011
elephant-13.pgm 0.214641
elephant-14.pgm 0.254751
elephant-1.pgm 0.248432
elephant-20.pgm 0.235281
elephant-2.pgm 0.249729
elephant-3.pgm 0.253097
elephant-4.pgm 0.259225
elephant-5.pgm 0.251058
elephant-6.pgm 0.245671
elephant-7.pgm 0.235575
elephant-8.pgm 0.14109
elephant-9.pgm 0.185438
face-10.pgm 0.415472
face-11.pgm 0.414479
face-12.pgm 0.409347
face-13.pgm 0.408999
face-14.pgm 0.408112
face-1.pgm 0.399655
face-20.pgm 0.389219
face-2.pgm 0.392764
face-3.pgm 0.403628
face-4.pgm 0.407833
face-5.pgm 0.411918
face-6.pgm 0.41438
face-7.pgm 0.429738
face-8.pgm 0.422211
face-9.pgm 0.390892
fish-10.pgm 0.269654
fish-11.pgm 0.275434
fish-12.pgm 0.240823
fish-13.pgm 0.254082
fish-14.pgm 0.218437
fish-1.pgm 0.234193
fish-20.pgm 0.208977
fish-2.pgm 0.209767
fish-3.pgm 0.194049
fish-4.pgm 0.237568
fish-5.pgm 0.274131
fish-6.pgm 0.116332
fish-7.pgm 0.193987
fish-8.pgm 0.214792
fish-9.pgm 0.202018
flatfish-10.pgm 0.436527
flatfish-11.pgm 0.431363
flatfish-12.pgm 0.440458
flatfish-13.pgm 0.37979
flatfish-14.pgm 0.432411
flatfish-1.pgm 0.435994
flatfish-20.pgm 0.433585
flatfish-2.pgm 0.431265
flatfish-3.pgm 0.458259
flatfish-4.pgm 0.399595
flatfish-5.pgm 0.380563
flatfish-6.pgm 0.390005
flatfish-7.pgm 0.44
flatfish-8.pgm 0.445769
flatfish-9.pgm 0.449077
fly-10.pgm 0.288213
fly-11.pgm 0.283309
fly-12.pgm 0.136812
fly-13.pgm 0.106038
fly-14.pgm 0
fly-1.pgm 0.00672065
fly-20.pgm 0.0134413
fly-2.pgm 0.0915146
fly-3.pgm 0.0886491
fly-4.pgm 0.109644
fly-5.pgm 0.10389
fly-6.pgm 0.0726813
fly-7.pgm 0.0665985
fly-8.pgm 0.104632
fly-9.pgm 0.109986
fork-10.pgm 0.0165521
fork-11.pgm 0.191705
fork-12.pgm 0.179219
fork-13.pgm 0.179298
fork-14.pgm 0.0567706
fork-1.pgm 0.140717
fork-20.pgm 0.115452
fork-2.pgm 0.168728
fork-3.pgm 0.100776
fork-4.pgm 0.0657964
fork-5.pgm 0.108274
fork-6.pgm 0.0897731
fork-7.pgm 0.19923
fork-8.pgm 0.0612575
fork-9.pgm 0.0886175
fountain-01.pgm 0.325493
fountain-02.pgm 0.313548
fountain-03.pgm 0.300849
fountain-04.pgm 0.329417
fountain-05.pgm 0.334599
fountain-06.pgm 0.308512
fountain-07.pgm 0.354883
fountain-08.pgm 0.323164
fountain-09.pgm 0.34025
fountain-10.pgm 0.316325
fountain-11.pgm 0.320654
fountain-12.pgm 0.310026
fountain-13.pgm 0.324758
fountain-14.pgm 0.337783
fountain-20.pgm 0.331901
frog-10.pgm 0.28844
frog-11.pgm 0.288547
frog-12.pgm 0.0157427
frog-13.pgm 0.023614
frog-14.pgm 0.21877
frog-1.pgm 0.293706
frog-20.pgm 0.149854
frog-2.pgm 0.338918
frog-3.pgm 0.345386
frog-4.pgm 0.0486525
frog-5.pgm 0.0547918
frog-6.pgm 0.162838
frog-7.pgm 0.15975
frog-8.pgm 0.0396023
frog-9.pgm 0.0418247
Glas-10.pgm 0.0879948
Glas-11.pgm 0.0978715
Glas-12.pgm 0.103247
Glas-13.pgm 0.077913
Glas-14.pgm 0.0989377
Glas-1.pgm 0.0903937
Glas-20.pgm 0.0735002
Glas-2.pgm 0.0737315
Glas-3.pgm 0.100866
Glas-4.pgm 0.0918934
Glas-5.pgm 0.140766
Glas-6.pgm 0.0640262
Glas-7.pgm 0.0738148
Glas-8.pgm 0.204277
Glas-9.pgm 0.0947856
guitar-10.pgm 0.0981125
guitar-11.pgm 0.274076
guitar-12.pgm 0.00778263
guitar-13.pgm 0.291619
guitar-14.pgm 0.260584
guitar-1.pgm 0.291753
guitar-20.pgm 0.0550119
guitar-2.pgm 0.288855
guitar-3.pgm 0
guitar-4.pgm 0.303051
guitar-5.pgm 0.282757
guitar-6.pgm 0.15575
guitar-7.pgm 0.299384
guitar-8.pgm 0.234558
guitar-9.pgm 0.268618
hammer-10.pgm 0.146233
hammer-11.pgm 0.146233
hammer-12.pgm 0.153518
hammer-13.pgm 0.153518
hammer-14.pgm 0.153518
hammer-1.pgm 0.0877233
hammer-20.pgm 0.0827448
hammer-2.pgm 0.0827448
hammer-3.pgm 0.0827448
hammer-4.pgm 0.13596
hammer-5.pgm 0.13596
hammer-6.pgm 0.13596
hammer-7.pgm 0.13596
hammer-8.pgm 0.146233
hammer-9.pgm 0.146233
hat-10.pgm 0.330674
hat-11.pgm 0.126496
hat-12.pgm 0.0299168
hat-13.pgm 0.0358299
hat-14.pgm 0.253162
hat-1.pgm 0.0234581
hat-20.pgm 0.406926
hat-2.pgm 0.492249
hat-3.pgm 0.161954
hat-4.pgm 0.444893
hat-5.pgm 0.414826
hat-6.pgm 0.375136
hat-7.pgm 0.243338
hat-8.pgm 0.319708
hat-9.pgm 0.415843
HCircle-10.pgm 0.35773
HCircle-11.pgm 0.358857
HCircle-12.pgm 0.374952
HCircle-13.pgm 0.378418
HCircle-14.pgm 0.37763
HCircle-1.pgm 0.365649
HCircle-20.pgm 0.327288
HCircle-2.pgm 0.387692
HCircle-3.pgm 0.338395
HCircle-4.pgm 0.354421
HCircle-5.pgm 0.366086
HCircle-6.pgm 0.368676
HCircle-7.pgm 0.373705
HCircle-8.pgm 0.363918
HCircle-9.pgm 0.298797
Heart-10.pgm 0.110209
Heart-11.pgm 0.113196
Heart-12.pgm 0.144091
Heart-13.pgm 0.0936419
Heart-14.pgm 0.119682
Heart-1.pgm 0.102531
Heart-20.pgm 0.0114273
Heart-2.pgm 0.182926
Heart-3.pgm 0.211357
Heart-4.pgm 0.273202
Heart-5.pgm 0.0528092
Heart-6.pgm 0.147183
Heart-7.pgm 0.224634
Heart-8.pgm 0.132033
Heart-9.pgm 0.150495
horse-10.pgm 0.0608474
horse-11.pgm 0.156797
horse-12.pgm 0.158741
horse-13.pgm 0.0765226
horse-14.pgm 0.155999
horse-1.pgm 0.195135
horse-20.pgm 0.0989061
horse-2.pgm 0.193291
horse-3.pgm 0.223331
horse-4.pgm 0.222305
horse-5.pgm 0.187732
horse-6.pgm 0.189355
horse-7.pgm 0.190234
horse-8.pgm 0.190234
horse-9.pgm 0.0631637
horseshoe-10.pgm 0
horseshoe-11.pgm 0
horseshoe-12.pgm 0
horseshoe-13.pgm 0
horseshoe-14.pgm 0
horseshoe-1.pgm 0
horseshoe-20.pgm 0
horseshoe-2.pgm 0
horseshoe-3.pgm 0
horseshoe-4.pgm 0
horseshoe-5.pgm 0
horseshoe-6.pgm 0
horseshoe-7.pgm 0
horseshoe-8.pgm 0
horseshoe-9.pgm 0
jar-10.pgm 0.470228
jar-11.pgm 0.47182
jar-12.pgm 0.365096
jar-13.pgm 0.368574
jar-14.pgm 0.364881
jar-1.pgm 0.466665
jar-20.pgm 0.470091
jar-2.pgm 0.471681
jar-3.pgm 0.470091
jar-4.pgm 0.407985
jar-5.pgm 0.41255
jar-6.pgm 0.41255
jar-7.pgm 0.413139
jar-8.pgm 0.47182
jar-9.pgm 0.474538
key-10.pgm 0.166716
key-11.pgm 0.245058
key-12.pgm 0.291764
key-13.pgm 0.221074
key-14.pgm 0.241258
key-1.pgm 0.207175
key-20.pgm 0.291759
key-2.pgm 0.262413
key-3.pgm 0.192071
key-4.pgm 0.372963
key-5.pgm 0.209602
key-6.pgm 0.183846
key-7.pgm 0.215243
key-8.pgm 0.211727
key-9.pgm 0.156672
lizzard-10.pgm 0
lizzard-11.pgm 0
lizzard-12.pgm 0
lizzard-13.pgm 0
lizzard-14.pgm 0
lizzard-1.pgm 0
lizzard-20.pgm 0
lizzard-2.pgm 0
lizzard-3.pgm 0.135518
lizzard-4.pgm 0.135518
lizzard-5.pgm 0.129994
lizzard-6.pgm 0.106046
lizzard-7.pgm 0.108952
lizzard-8.pgm 0.118052
lizzard-9.pgm 0.069394
lmfish-10.pgm 0.219784
lmfish-11.pgm 0.168951
lmfish-12.pgm 0.172099
lmfish-13.pgm 0.193657
lmfish-14.pgm 0.144383
lmfish-1.pgm 0.199271
lmfish-20.pgm 0.219624
lmfish-2.pgm 0.251119
lmfish-3.pgm 0.180731
lmfish-4.pgm 0.241945
lmfish-5.pgm 0.188801
lmfish-6.pgm 0.187344
lmfish-7.pgm 0.214263
lmfish-8.pgm 0.162886
lmfish-9.pgm 0.218985
Misk-10.pgm 0.205708
Misk-11.pgm 0.242005
Misk-12.pgm 0.219106
Misk-13.pgm 0.341887
Misk-14.pgm 0.295279
Misk-1.pgm 0.330341
Misk-20.pgm 0.246104
Misk-2.pgm 0.292332
Misk-3.pgm 0.372794
Misk-4.pgm 0.299252
Misk-5.pgm 0.187028
Misk-6.pgm 0.389205
Misk-7.pgm 0.31656
Misk-8.pgm 0.364101
Misk-9.pgm 0.1229
octopus-10.pgm 0.261724
octopus-11.pgm 0.329147
octopus-12.pgm 0
octopus-13.pgm 0
octopus-14.pgm 0.0994593
octopus-1.pgm 0.268078
octopus-20.pgm 0.247836
octopus-2.pgm 0.377702
octopus-3.pgm 0.465513
octopus-4.pgm 0.181498
octopus-5.pgm 0.222111
octopus-6.pgm 0.295099
octopus-7.pgm 0.385443
octopus-8.pgm 0.147976
octopus-9.pgm 0.202654
pencil-10.pgm 0.120165
pencil-11.pgm 0.12146
pencil-12.pgm 0.158537
pencil-13.pgm 0.114745
pencil-14.pgm 0.157006
pencil-1.pgm 0.186079
pencil-20.pgm 0.178821
pencil-2.pgm 0.150393
pencil-3.pgm 0.204606
pencil-4.pgm 0.1742
pencil-5.pgm 0.182323
pencil-6.pgm 0.140028
pencil-7.pgm 0.141661
pencil-8.pgm 0.134661
pencil-9.pgm 0.14777
personal_car-10.pgm 0.26486
personal_car-11.pgm 0.340326
personal_car-12.pgm 0.27214
personal_car-13.pgm 0.362249
personal_car-14.pgm 0.237664
personal_car-1.pgm 0.310766
personal_car-20.pgm 0.320681
personal_car-2.pgm 0.316402
personal_car-3.pgm 0.243093
personal_car-4.pgm 0.287332
personal_car-5.pgm 0.294721
personal_car-6.pgm 0.277454
personal_car-7.pgm 0.317486
personal_car-8.pgm 0.343591
personal_car-9.pgm 0.301094
pocket-10.pgm 0.0273434
pocket-11.pgm 0
pocket-12.pgm 0
pocket-13.pgm 0.017939
pocket-14.pgm 0
pocket-1.pgm 0
pocket-20.pgm 0.0115904
pocket-2.pgm 0.0424094
pocket-3.pgm 0
pocket-4.pgm 0
pocket-5.pgm 0.0153143
pocket-6.pgm 0.0332427
pocket-7.pgm 0.0112946
pocket-8.pgm 0
pocket-9.pgm 0
rat-01.pgm 0.0474487
rat-02.pgm 0.0730684
rat-03.pgm 0.0980472
rat-04.pgm 0.0693093
rat-05.pgm 0.0313053
rat-06.pgm 0.0685635
rat-07.pgm 0.0988397
rat-08.pgm 0.0603179
rat-09.pgm 0
rat-10.pgm 0.0259238
rat-11.pgm 0.0433963
rat-12.pgm 0.0589256
rat-13.pgm 0.00868417
rat-14.pgm 0.0810975
rat-20.pgm 0.0242277
ray-10.pgm 0.0880045
ray-11.pgm 0.0532096
ray-12.pgm 0.0557051
ray-13.pgm 0.03905
ray-14.pgm 0.0414188
ray-1.pgm 0.127012
ray-20.pgm 0.130744
ray-2.pgm 0.12962
ray-3.pgm 0.398346
ray-4.pgm 0.398479
ray-5.pgm 0.395497
ray-6.pgm 0.0369386
ray-7.pgm 0.298795
ray-8.pgm 0.0361146
ray-9.pgm 0.0885849
sea_snake-10.pgm 0.0725476
sea_snake-11.pgm 0.0187043
sea_snake-12.pgm 0.0563195
sea_snake-13.pgm 0
sea_snake-14.pgm 0
sea_snake-1.pgm 0
sea_snake-20.pgm 0
sea_snake-2.pgm 0
sea_snake-3.pgm 0
sea_snake-4.pgm 0
sea_snake-5.pgm 0
sea_snake-6.pgm 0
sea_snake-7.pgm 0
sea_snake-8.pgm 0
sea_snake-9.pgm 0.105049
shoe-10.pgm 0.24913
shoe-11.pgm 0.24932
shoe-12.pgm 0.264178
shoe-13.pgm 0.266062
shoe-14.pgm 0.223296
shoe-1.pgm 0.253861
shoe-20.pgm 0.236834
shoe-2.pgm 0.268213
shoe-3.pgm 0.270595
shoe-4.pgm 0.247237
shoe-5.pgm 0.259506
shoe-6.pgm 0.269263
shoe-7.pgm 0.242829
shoe-8.pgm 0.252079
shoe-9.pgm 0.256296
spoon-10.pgm 0.0509813
spoon-11.pgm 0.0509813
spoon-12.pgm 0.181312
spoon-13.pgm 0.188377
spoon-14.pgm 0.188377
spoon-1.pgm 0.0110763
spoon-20.pgm 0.0156642
spoon-2.pgm 0.0156642
spoon-3.pgm 0.0247674
spoon-4.pgm 0.0959507
spoon-5.pgm 0.0871379
spoon-6.pgm 0.0871379
spoon-7.pgm 0.0919088
spoon-8.pgm 0.038236
spoon-9.pgm 0.0509813
spring-10.pgm 0.0318814
spring-11.pgm 0.0390534
spring-12.pgm 0.00833565
spring-13.pgm 0.0509606
spring-14.pgm 0
spring-1.pgm 0.0725197
spring-20.pgm 0.0247348
spring-2.pgm 0
spring-3.pgm 0
spring-4.pgm 0
spring-5.pgm 0.0725197
spring-6.pgm 0.0761792
spring-7.pgm 0
spring-8.pgm 0.026168
spring-9.pgm 0.026168
stef-01.pgm 0.0903366
stef-02.pgm 0.0874639
